Muestreo	Area_dialecta	COSERID	EjemploID	Ejemplo	Tipo	Pron_reflexivo	Verbo	Sdo_tipic_refl	Tipo_semantico	Tipo_sintactico	Compl_direccion	Anim_CD	Aspectualidades	Tipo_dativo	Presencia_del_dativo	Persona_verbal	Animacion_sujeto
No exhaustivo	Resto	4218	4218080	La madera la traen de fuera. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4218	4218162	Da de | da la casualidad que, que toas las mujeres ayer d'aquí…, pos trajeron unas cosas antiguas, y eso de cuando creció el arroyo, en tus tiempos. Se saltaron los puentes. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	4227	4227095	[la miel] Lo traen de otros pueblos. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4227	4227096	Lo traen.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4227	4227135	Y luego por las, por las tardes íbamos porque como ya se traían la ropa lavaíto pero mojao, pesaba mucho y no lo podían traerlo a la cadera, pues íbamos con una borriquita a por la cesta.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4227	4227136	Y luego por las, por las tardes íbamos porque como ya se traían la ropa lavaíto pero mojao, pesaba mucho y no lo podían traerlo a la cadera, pues íbamos con una borriquita a por la cesta.	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	4230	4230133	Un primo mío que ha estao en Madrid en una casa de esas... de miel que se dedican a poner colmenas y eso y ya se vino de allí de trabajar de con ese señor y se trajo unas colmenas 	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	4230	4230151	"Mi madre le decía a mi padre: ""Como traes los calzoncillos de tierra y de zurraspa."" "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
No exhaustivo	Resto	4230	4230219	"Tú avisas: ""estoy mal"" y van allí si dicen: ""¿puedes venir? ¿te traen en el coche? porque no puedo moverme"	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4301	4301124	Claro, el hombre pensó, al venir el primero al trabajo es que se llevó la azuela y la ha traído. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	4301	4301125	Pero si yo tengo una azuela y no la empleo pa nada, pa qué me voy a traer yo la azuela.	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
No exhaustivo	Resto	4301	4301126	Que le pareció a él que me la traje, pero no..., no es cierto.	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1sg	Humano
No exhaustivo	Resto	4301	4301234	[su amigo, los toneles de vino] A mí me interesa que los vacíe, y aquella pila de, de cajones de manzanas es de él también, y adentro hay otra pila, que los trajo para hacer sidra pero, cómo he vendido la prensa pues ya no puede.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	4301	4301256	Y me acuerdo que una vez me trajeron un montón de maderas cepilladicas y marcadas con dos líneas que estaban juntas, juntas 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	4401	4401020	E:  ¿Y el cuchillo? I2:  Les trae ellos, él sí, todo lo trae él. [el matachín, vive en el pueblo]	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	4401	4401021	E:  ¿Y el cuchillo? I2:  Les trae ellos, él sí, todo lo trae él. [el matachín, vive en el pueblo]	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	4401	4401023	Sí, el banco le traemos nosotros | le tenemos, cada una, ¿oyes?, y si no pues nos les dejamos unos a las otras. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	4403	4403095	el encierro porque después ya no, ya las traían, las traían en, en camiones, y ya no las corrían por ahí. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403096	el encierro porque después ya no, ya las traían, las traían en, en camiones, y ya no las corrían por ahí. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403098	Las traían de un pueblo que está muy cer-| bueno, las traen de...| hay ganadería por aquí cerca, un pueblo de Valladolid, Castronuño, Poyo y esos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403099	Las traían de un pueblo que está muy cer-| bueno, las traen de...| hay ganadería por aquí cerca, un pueblo de Valladolid, Castronuño, Poyo y esos. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Animal	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403124	[trabajar en la fábrica] las demás chicas aquí se ve que no quieren, no me digas, se las trae de Toro él.	Verbo se	Sí	traer		Movimiento	Transitivo	Cprep de	Humano	Pronombre		NA	3sg	Humano
No exhaustivo	Resto	4403	4403130	[el trigo] Y luego lo traen con tractores a las paneras, o a las eras. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403136	Espa-... lo que habían traído, la espiga con el palo y todo. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403156	y vaya comparación del pollo aquel que está criao a| en el corral al pollo que traigan de, de la tienda.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	4403	4403169	Yo te digo la fiebres maltas dicen que es... que lo traen las, las cabras, las, las ovejas, y todo eso. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3pl	Animal
No exhaustivo	Resto	4403	4403210	[la madera] Pues mira, la traen de Toro, que hay un al-..., hay almacenes. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4403	4403211	De Toro traen la madera, sí.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	4407	4407077	Sí, con la parte del cerdo más gorda, digamos, que tenía más gordo, pues mezclábamos algo de carne de vaca, lo traíamos ya picada de la carnicería.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	4407	4407100	y había muchas colas, que para traer un par de cántaros de agua te tirabas allí, a lo mejor un par de horas, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
No exhaustivo	Resto	4407	4407115	la tendías allí sobre matorrales, sobre lo que sea, y lo traías casi seco, ¿no?, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	2sg	Humano
No exhaustivo	Resto	4407	4407117	y después aclarabas lo blanco, eso normalmente ya lo traíamos a secar a casa.	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	4407	4407126	[la leche] La comprábamos según sale de la vaca, incluso cuando lo traíamos a casa venía todavía calentita, la leche, porque acababan de ordeñarla.	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	1pl	Humano
No exhaustivo	Resto	4407	4407164	[el trigo] Mira, lo segaban... ahora se hace | se siega con una máquina cosechadora y ya lo traes limpio a casa... 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	2sg	Humano
No exhaustivo	Resto	4407	4407166	Después, pues iban con un... los carros y lo traían a las eras. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4407	4407171	No, aquí no, aquí el pescao lo traen de fuera. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4407	4407223	La boda que traía una orquesta era... porque podían hacerlo, claro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Humano
No exhaustivo	Resto	4419	4419021	Yo por ejemplo ayer fui, y... lo que no tenían aquí en la tien_da, pues lo traje, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	1sg	Humano
No exhaustivo	Resto	4419	4419124	Y a lo mejor había días que venías a las once, porque no habías encontrado un (tasi=taxi) que te... que te trae.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3sg	Vehículo
Exhaustivo	Resto	4421	4421104	No, pues, la, la cebada la tienen que | la traen del Mayorga o de donde sea de la manera y han calao y luego tienen que preparar la tierra y después con la máquina sembrarlo.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	4421	4421114	y luego después ya vino que el día de los panaderos daba en un fardel cinco kilos o lo que sea y traían el pan y después ya todo eso ya se perdió, después ya daban cartillas, y ahí vas | dabas la | el vale y en los panaderías. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
Exhaustivo	Resto	4421	4421127	Y luego pues a comerlo Pues hoy o nada, hoy va usted ya a la | una persona que vende aquí el pan, que lo traen de Mayorga y si usted necesita una barra pues da una barra y si es un pan, un pan.	Verbo se	No	traer		Movimiento	Transitivo	Cprep de	Inanimado	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	4421	4421213	Sí, traía pa casa los calderos o en un cántaro o en dos cántaros.	Verbo se	No	traer		Movimiento	Transitivo	Cprep para	Inanimado	SD		NA	3sg	Humano
Exhaustivo	Resto	4421	4421373	Nos lleva, comemos allí, que nos sale gratuito porque somos de otro pueblo y después nos vuelven a traer otra vez a las cinco. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4501	4501271	Yo, tres días de parto, mi madre solía decir que traje el intestino en tres vueltas en esto y tres días de parto, que, de agarrar y de hacer fuerzas a la cama, a la cabecera de la cama, que to las manos se abrió ella.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	1sg	Humano
No exhaustivo	Resto	4501	4501367	Y si trae fuego, entonces un balde de agua tienes allí y lo vas echando eso pa que se enfríe, según se va enfriando lo vas amontonando.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3sg	Inanimado
No exhaustivo	Resto	4501	4501408	Se encendía una, dos, o tres... cuatro velas, to la familia, si te traía velas y candelabros, pues se encendían seis o siete velas. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	4501	4501468	Sí, y también en la época, en setiembre, cuando empiezan a caer los granos de nueces, traen una mascarilla encima, una cosa verde, y aquello, cuando está seco, se suelta ello solo, máscara le llamamos. 	Verbo se	No	traer		Movimiento	Transitivo	Adverbio	Inanimado	SD		NA	3pl	Inanimado
No exhaustivo	Resto	4501	4501476	"y mi madre me dice: ""corre, vete a la tienda y trae un kilo de azúcar"". "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
Exhaustivo	Resto	4504	4504055	y luego a las once que era | estaba misa mayor y venía mucha gente a misa mayor y luego hay aquí un santo que traían a los niños a, a besar, a los niños que no sabían hablar, sí.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
Exhaustivo	Resto	4504	4504071	Eso decían los padres nuestros y luego que haciendo rogativos o no sé qué o letanías o no sé en las ermitas, pues que se empezaron a hablar y que, que se bajaron los brazos también y por eso le, le traían ahora no traen ¿verdad? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
Exhaustivo	Resto	4504	4504072	Eso decían los padres nuestros y luego que haciendo rogativos o no sé qué o letanías o no sé en las ermitas, pues que se empezaron a hablar y que, que se bajaron los brazos también y por eso le, le traían ahora no traen ¿verdad? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	NA	Nulo		NA	3pl	Humano
Exhaustivo	Resto	4504	4504074	Pero antes traían cantidad de gente venía áhi, a esto, donde el santo ese y ahora también viene gente a verle, ya viene, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Desnudo		NA	3pl	Humano
Exhaustivo	Resto	4504	4504186	"Creo que tenía la madre, el chaval de la madre tenía una cesta de huevos y le dicen que, que recogían huevos les dijo y al chaval dijo: ""trae toa la la cesta"" y no les coge toa la cesta, pobre chaval."	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	2sg	Humano
No exhaustivo	Resto	4506	4506073	[las comuniones] Bueno, es que eso lo ha traído ahora | se vive mejor que entonces, entonces se vivía mal.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Pronombre		NA	3sg	Inanimado
No exhaustivo	Resto	4506	4506081	"y yo, cuando me… trajeron el traje, yo decía: ""Este no es el mío"", porque estaba... el…el tinte, se estropeaba y no valía pa nada. "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3pl	Humano
No exhaustivo	Resto	4506	4506165	Si, bueno, aquí algunas veces pues por San Cosme y eso traían una banda de músicos, y después en otros sitios pues con acordeón o...	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	3pl	Humano
No exhaustivo	Resto	4508	4508018	¿Qué traía cada uno? Pues poca cantidá(0=d), ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	qué		NA	3sg	Humano
No exhaustivo	Resto	4508	4508029	Y los gobernantes tampoco, que muchas veces no saben ni lo que se traen entre manos, van a Europa y | pero no [A-Inn]	Verbo se	Sí	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	3pl	Humano
No exhaustivo	Resto	4508	4508035	Claro porque desde que tú naces pues hablas tu lengua ¿o no? y luego pues ibas a la escuela y los maestros... ya los traían, siempre eran de fuera, ¿no? 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	Pronombre		NA	3pl	Humano
No exhaustivo	Resto	4508	4508069	Burgos traía la lana aquí a Bilbao, ¿eh?, para, para exportar 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	SD		NA	3sg	Inanimado
No exhaustivo	Resto	4508	4508070	y... los..., incluso los bur-, burgaleses daban dinero para que nosotros hiciésemos barcos y luego para traer esa, esa mercancía tan apreciada como era la ballena, ¿no? Para ellos pues se les daba, pues lo que es el aceite ese que era tan estimao. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD		NA	NA	Humano
No exhaustivo	Resto	4508	4508078	y de allí luego ya pues aquellos barcos se empleaban para, para traer y llevar, ¿eh?, oro, oro. 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo		NA	NA	Humano
No exhaustivo	Resto	4508	4508080	Las aldeanas que viven aquí, a dos kilómetros o la otra que vive a tres kilómetros esos sí venían | todos venían con burros, ¿eh?, todos los días con el burro, las cantimploras llenas de leche y..., y traían a las casas y eso sí, eso sí, ¿eh? 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Nulo		NA	3pl	Humano
No exhaustivo	Resto	4508	4508081	cada familia tenía siempre un aldeano, ¿no? uno que, ¿eh? […] que traía a casa. 	Verbo se	No	traer		Movimiento	Transitivo	Cprep a	Inanimado	Nulo		NA	3sg	Humano
No exhaustivo	Resto	4508	4508082	Tú tenías pues a una aldeana y aquella te traía todos los días durante años.	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Nulo	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	4508	4508083	Te traía la leche o…, o cuando… venían las patatas nuevas pues, [A-PIn: pues también] había mucha relación, ¿eh?, entre…	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	SD	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	4508	4508085	que lo mismo que tú te venía la leche y, y ya sin decirle tú... ya te echaba el litro o dos litros de leche todos los días o te traía pues..., pues puerros o... ¿eh?, 	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Inanimado	Desnudo	Destinatario	Sí	3sg	Humano
No exhaustivo	Resto	4508	4508105	"y yo suelo decir: ""Pues para que el día que tú te jubiles, para que te den la pensión, pues vas a tener que traer a los negritos de esto, pa que trabajen pa tí"". "	Verbo se	No	traer		Movimiento	Transitivo	Absoluto	Humano	SD		NA	2sg	Humano
